id,classe,inizio,fine
13,4,0,132
13,1,19,78
13,2,88,140
13,3,142,352
13,1,298,337
13,1,468,548
13,4,472,603
13,2,544,595
13,3,595,880
13,1,660,699
13,1,889,918
13,4,936,997
13,1,1017,1456
13,1,1469,1541
13,2,1524,1577
13,3,1562,1760
13,1,1830,1889
13,1,1904,2050
13,4,1976,2113
13,2,2029,2083
13,3,2062,2262
13,4,2173,2374
13,1,2246,2317
13,2,2314,2371
13,3,2377,2530
13,1,2487,2586
13,1,2680,2721
13,1,2727,2785
13,2,2769,2824
13,1,2790,2843
13,3,2795,2962
13,2,2996,3036
13,3,3025,3165
13,4,3338,3488
13,1,3353,3370
13,2,3410,3459
13,3,3442,3779
13,2,3618,3669
13,4,3815,3970
13,1,3832,3860
13,1,3882,3919
13,2,3921,3981
13,3,3965,4182
13,4,4025,4165
13,1,4162,4258
13,1,4283,4342
13,1,4389,4407
13,1,4414,4717
13,2,4723,4768
13,3,4760,4970
13,2,4990,5031
13,3,5017,5205
13,2,5194,5246
13,1,5387,5506
13,1,5560,5706
13,2,5697,5738
13,3,5728,5853
13,1,5855,5956
13,1,5965,6076
13,2,6055,6099
13,3,6100,6301
13,2,6356,6425
13,3,6396,6620
13,2,6631,6697
13,3,6672,6926
13,1,6866,6937
13,2,6911,6980
13,3,6956,7148
13,1,7095,7130
13,1,7142,7171
13,2,7168,7225
13,3,7205,7395
13,1,7264,7279
13,2,7390,7448
13,3,7431,7605
13,1,7459,7516
13,2,7605,7669
13,3,7655,7818
13,1,7815,7870
13,2,7847,7906
13,3,7888,8001
13,2,8029,8092
13,3,8072,8208
13,1,8198,8311
13,2,8280,8342
13,3,8315,8414
13,1,8348,8391
13,1,8408,8431
13,2,8486,8542
13,3,8549,8648
13,1,8580,8659
13,1,8690,8788
13,2,8753,8825
13,3,8810,8927
13,1,8934,8996
13,1,9033,9056
13,1,9057,9105
13,1,9115,9267
13,1,9281,9426
13,1,9441,9579
13,1,9635,9654
13,1,9712,9811
13,1,9842,9954
13,1,9990,10148
13,4,10000,10216
13,1,10210,10252
13,1,10294,10432
13,1,10473,10549
13,1,10556,10675
13,1,10682,10723
13,1,10790,11006
13,1,11015,11081
13,1,11106,11165
13,1,11171,11198
13,1,11207,11238
13,1,11245,11337
13,1,11367,11457
13,1,11483,11620
13,1,11627,11691
13,1,11695,11776
13,1,11794,11925
13,1,11950,12130
13,4,12115,12338
13,1,12138,12173
13,1,12269,12409
13,4,12373,12499
13,1,12527,12566
13,2,12532,12600
13,3,12583,12775
13,1,12674,12741
13,1,12778,12909
13,4,12845,12974
13,2,12882,12946
13,3,12917,13084
13,1,12936,12985
13,2,13090,13148
13,3,13116,13298
13,2,13315,13374
13,3,13367,13497
13,1,13416,13450
13,1,13469,13651
13,2,13621,13690
13,3,13659,13909
13,2,13749,13808
13,2,13924,13981
13,1,13972,14051
13,3,13973,14116
13,2,14103,14147
13,3,14144,14232
13,2,14289,14335
13,3,14319,14466
13,1,14407,14553
13,2,14558,14621
13,3,14596,14772
13,2,14794,14841
13,3,14838,15005
13,2,15025,15086
13,3,15063,15232
13,2,15347,15402
13,3,15390,15571
13,1,15553,15663
13,4,15585,15726
13,2,15585,15636
13,1,15733,15787
13,1,16125,16419
13,1,16646,16702
13,1,16752,16789
13,1,17155,17248
13,1,17712,17859
13,4,17839,17978
13,1,18193,18305
13,4,18225,18343
13,1,18340,18463
13,1,18638,18733
13,1,18785,18832
13,1,18915,18947
13,1,19085,19126
13,1,19177,19347
13,1,19374,19550
13,1,20233,20306
13,4,20605,20906
13,1,20686,20720
13,1,20844,20987
13,1,21040,21082
13,1,21180,21272
13,1,21276,21519
13,1,21530,21605
13,4,21950,22162
13,1,22101,22132
