id,classe,inizio,fine
22,4,1,698
22,1,21,31
22,1,110,136
22,1,157,216
22,1,261,335
22,1,346,413
22,1,413,459
22,1,507,599
22,1,620,638
22,1,642,681
22,1,681,742
22,1,794,863
22,4,831,915
22,1,873,887
22,1,946,1014
22,2,1048,1088
22,3,1087,1399
22,1,1421,1458
22,2,1566,1594
22,3,1578,1821
22,1,1838,1889
22,1,1924,1930
22,1,2033,2071
22,2,2095,2129
22,3,2149,2376
22,1,2382,2461
22,1,2479,2519
22,1,2539,2557
22,1,2588,2622
22,1,2646,2695
22,2,2691,2719
22,3,2727,3170
22,1,2849,2862
22,1,2980,2990
22,1,3129,3219
22,4,3173,3240
22,2,3206,3236
22,3,3236,3522
22,1,3514,3550
22,1,3677,3726
22,1,3750,3764
22,1,3782,3802
22,1,3829,3870
22,1,3885,3943
22,1,3951,3983
22,2,3980,4019
22,3,4019,4261
22,1,4307,4354
22,1,4381,4407
22,1,4423,4456
22,1,4461,4482
22,1,4503,4521
22,1,4530,4562
22,2,4556,4589
22,3,4578,5052
22,1,4834,4846
22,1,5076,5151
22,1,5310,5392
22,1,5450,5518
22,1,5530,5568
22,2,5592,5631
22,3,5628,5872
22,1,5828,5854
22,1,5934,5994
22,2,5991,6022
22,3,6023,6448
22,1,6068,6122
22,1,6175,6226
22,1,6263,6291
22,2,6496,6536
22,3,6523,6836
22,1,6846,6872
22,1,6884,6933
22,1,6967,6997
22,1,7007,7023
22,1,7035,7071
22,1,7090,7104
22,4,7134,7317
22,1,7148,7215
22,2,7218,7250
22,3,7244,7531
22,1,7491,7505
22,1,7550,7636
22,1,7643,7712
22,2,7683,7738
22,3,7759,7988
22,1,8000,8121
22,4,8018,8181
22,2,8077,8153
22,3,8155,8437
22,1,8440,8503
22,1,8513,8574
22,2,8561,8625
22,3,8604,8835
22,2,8898,8966
22,1,8965,9002
22,3,8968,9230
22,1,9293,9331
22,2,9314,9382
22,3,9381,9609
22,2,9623,9690
22,3,9681,10000
22,1,10016,10057
22,2,10038,10111
22,3,10091,10344
22,1,10117,10148
22,1,10321,10353
22,1,10552,10613
22,2,10593,10660
22,3,10654,10971
22,1,10990,11063
22,2,11099,11176
22,3,11160,11404
22,1,11381,11402
22,1,11432,11459
22,1,11612,11630
22,2,11642,11709
22,3,11690,11989
22,1,11778,11793
22,1,11952,12078
22,1,12111,12170
22,2,12119,12178
22,3,12195,12373
22,1,12346,12380
22,1,12464,12553
22,2,12540,12593
22,3,12592,12843
22,1,12801,12907
22,1,13056,13142
22,2,13147,13194
22,3,13179,13443
22,1,13457,13594
22,2,13577,13641
22,3,13635,13894
22,2,13891,13946
22,3,13952,14233
22,1,13988,14017
22,1,14268,14347
22,1,14521,14554
22,4,14586,14725
22,1,14594,14616
22,2,14658,14722
22,3,14728,14978
22,1,14920,15020
22,2,15009,15072
22,3,15061,15318
22,1,15310,15389
22,2,15416,15484
22,1,15517,15554
22,2,15608,15669
22,1,15614,15631
22,3,15681,15859
22,1,15697,15732
22,4,15699,15768
22,1,15761,15792
22,4,15790,15869
22,4,16047,16218
22,1,16107,16202
