id,classe,inizio,fine
1,1,19,32
1,4,48,134
1,1,173,248
1,1,259,316
1,1,320,392
1,1,394,407
1,1,411,435
1,2,500,565
1,3,542,695
1,1,714,736
1,2,791,845
1,1,828,837
1,3,839,966
1,1,996,1020
1,1,1125,1167
1,2,1128,1203
1,3,1199,1317
1,1,1321,1336
1,2,1361,1424
1,3,1422,1572
1,4,1474,1654
1,2,1613,1664
1,3,1660,1782
1,1,1817,1895
1,4,1841,1970
1,2,1913,1969
1,3,1969,2051
1,1,2058,2119
1,1,2166,2243
1,4,2232,2303
1,2,2236,2297
1,3,2295,2483
1,1,2512,2669
1,2,2724,2792
1,3,2792,3018
1,2,2889,2949
1,2,3115,3178
1,3,3173,3316
1,4,3176,3268
1,1,3310,3349
1,2,3357,3431
1,3,3426,3756
1,2,3541,3601
1,1,3697,3709
1,1,3744,3791
1,1,3817,3871
1,1,3911,3936
1,2,3956,4015
1,3,4013,4165
1,4,4013,4261
1,1,4147,4222
1,2,4288,4361
1,3,4354,4572
1,1,4540,4624
1,1,4728,4758
1,2,4741,4799
1,3,4798,4898
1,1,4876,4910
1,4,4908,4971
1,2,4969,5028
1,3,5018,5208
1,1,5049,5065
1,1,5179,5295
1,4,5237,5386
1,1,5359,5462
1,1,5489,5512
1,1,5555,5637
1,1,5645,5658
1,1,5693,5775
1,1,5794,5863
1,2,5823,5917
1,3,5913,6408
1,1,6032,6038
1,1,6106,6200
1,1,6295,6304
1,1,6425,6521
1,2,6487,6550
1,3,6547,6914
1,1,6664,6672
1,2,6724,6781
1,1,6759,6833
1,4,6797,7009
1,1,6866,6944
1,1,6985,7006
1,1,7021,7178
1,1,7202,7402
1,4,7394,7681
1,1,7423,7529
1,1,7531,7571
1,1,7571,7692
1,2,7647,7735
1,3,7734,7963
1,1,7938,7973
1,1,8006,8037
1,1,8045,8090
1,1,8097,8181
1,1,8244,8283
1,1,8303,8387
1,2,8363,8439
1,3,8433,8670
1,2,8522,8580
1,1,8578,8678
1,4,8601,8767
1,1,8716,8723
1,2,8758,8805
1,1,8789,8835
1,3,8794,8999
1,1,8930,9030
1,4,8946,9221
1,1,9032,9191
1,2,9162,9219
1,1,9256,9282
1,1,9352,9403
1,4,9395,9498
1,1,9443,9471
1,1,9612,9660
1,2,9754,9814
1,3,9812,10008
1,1,9823,9860
1,1,9978,10037
1,2,10028,10084
1,3,10086,10236
1,1,10160,10248
1,2,10232,10278
1,3,10275,10455
1,1,10430,10544
1,2,10533,10575
1,3,10577,10818
1,1,10592,10881
1,4,10763,10932
1,2,10824,10935
1,1,10914,10951
1,1,10964,11163
1,3,11204,11482
1,2,11321,11390
1,1,11455,11514
1,2,11523,11563
1,3,11569,11776
1,2,11745,11802
1,3,11818,11973
1,2,12041,12091
1,3,12101,12309
1,1,12191,12209
1,1,12284,12325
1,2,12475,12515
1,3,12528,12670
1,1,12632,12744
1,1,12748,12809
1,1,12837,12896
1,2,12876,12934
1,1,12926,12961
1,3,12933,13127
1,4,13095,13444
1,1,13104,13247
1,1,13250,13382
1,1,13396,13460
1,1,13483,13513
1,1,13525,13653
1,1,13668,13703
1,1,13736,13748
1,2,13880,13956
1,3,13955,14088
1,1,14088,14126
1,2,14110,14167
1,1,14160,14177
1,3,14167,14378
1,1,14206,14238
1,1,14280,14290
1,1,14300,14366
1,1,14392,14448
1,2,14463,14520
1,3,14533,14705
1,2,14699,14763
1,1,14740,14797
1,3,14768,14902
1,1,14827,14880
1,2,14901,14959
1,3,14953,15113
1,1,15087,15234
1,2,15210,15277
1,3,15275,15408
1,1,15385,15421
1,1,15437,15452
1,1,15464,15511
1,2,15487,15539
1,3,15552,15751
1,4,15583,15744
1,1,15723,15781
1,2,15770,15837
1,3,15836,15939
1,1,15864,15897
1,1,15927,15952
1,2,15932,15977
1,3,16000,16132
1,1,16128,16467
1,4,16138,16497
1,2,16454,16521
1,3,16520,16625
1,1,16579,16674
1,1,16689,16726
1,1,16736,16849
1,4,16744,16947
1,2,16844,16915
1,3,16922,17058
1,1,17033,17057
1,2,17063,17122
1,3,17126,17288
1,2,17280,17349
1,3,17358,17515
1,1,17386,17436
1,4,17418,17561
1,1,17527,17551
1,2,17554,17602
1,3,17601,17729
1,4,17728,18029
1,1,17866,17994
1,1,18041,18144
1,1,18165,18273
1,2,18284,18336
1,4,18340,18469
1,3,18342,18455
1,1,18350,18442
1,1,18498,18526
1,1,18643,18706
1,2,18770,18834
1,3,18837,19014
1,1,19007,19181
1,4,19049,19218
1,2,19169,19229
1,1,19218,19284
1,3,19264,19421
1,1,19340,19500
1,4,19455,19601
1,1,19544,19778
1,4,19721,19850
1,1,19818,19943
1,2,20049,20110
1,1,20135,20227
1,1,20248,20272
1,4,20321,20384
1,1,20545,20753
1,1,20777,21029
1,4,20910,21070
1,1,21041,21138
1,1,21307,21355
1,1,21513,21552
1,1,21569,21707
1,1,21734,21865
1,4,21861,22052
1,1,21891,22005
1,1,22350,22387
1,1,22415,22462
1,1,22637,22656
1,1,22686,22760
1,1,22821,22838
1,4,22829,23021
1,1,22876,22977
1,1,23095,23168
