id,classe,inizio,fine
10,1,30,83
10,4,37,373
10,3,292,470
10,1,373,386
10,1,426,449
10,1,476,590
10,4,575,614
10,3,627,692
10,2,851,925
10,3,911,1019
10,1,984,1029
10,2,1039,1079
10,1,1072,1117
10,3,1077,1234
10,2,1270,1318
10,3,1319,1462
10,4,1359,1390
10,1,1442,1488
10,3,1556,1635
10,1,1570,1600
10,2,1636,1708
10,3,1695,1819
10,1,1801,1871
10,4,1861,1950
10,3,1961,2153
10,1,2053,2083
10,4,2137,2335
10,1,2256,2326
10,2,2303,2363
10,3,2361,2544
10,4,2377,2428
10,1,2532,2574
10,2,2564,2611
10,3,2615,2760
10,1,2638,2664
10,1,2724,2848
10,2,2847,2887
10,3,2880,2994
10,1,2986,3085
10,2,3110,3140
10,3,3134,3243
10,1,3135,3152
10,1,3219,3359
10,2,3348,3393
10,1,3386,3430
10,3,3390,3570
10,3,3656,3808
10,1,3805,3866
10,2,3876,3939
10,3,3938,4055
10,2,4298,4352
10,3,4352,4457
10,1,4461,4534
10,1,4561,4644
10,4,4625,4710
10,2,4844,4915
10,3,4915,5020
10,1,5197,5258
10,2,5240,5315
10,3,5286,5487
10,1,5307,5331
10,1,5361,5390
10,4,5369,5422
10,2,5388,5450
10,1,5598,5634
10,2,5638,5673
10,1,5671,5729
10,3,5672,5771
10,1,5786,5829
10,1,5836,5898
10,1,6010,6056
10,2,6056,6103
10,3,6092,6218
10,4,6097,6128
10,2,6226,6268
10,3,6277,6406
10,1,6389,6451
10,4,6433,6520
10,2,6522,6568
10,3,6559,6702
10,1,6763,6774
10,2,6778,6809
10,3,6811,6962
10,1,6971,7130
10,1,7161,7278
10,1,7326,7376
10,1,7381,7430
10,2,7462,7498
10,3,7498,7670
10,1,7555,7594
10,1,7659,7697
10,4,7670,7772
10,3,7851,8010
10,1,7992,8062
10,2,8059,8101
10,3,8089,8249
10,2,8268,8315
10,3,8310,8568
10,1,8350,8372
10,4,8356,8563
10,1,8564,8584
10,1,8612,8645
10,1,8684,8707
10,2,8709,8761
10,3,8753,8853
10,2,9015,9064
10,3,9051,9293
10,1,9181,9241
10,1,9287,9462
10,2,9506,9565
10,3,9559,9698
10,1,9633,9649
10,2,9716,9760
10,1,9766,9832
10,3,9772,9931
10,2,10052,10093
10,3,10095,10202
10,1,10187,10250
10,2,10243,10298
10,3,10296,10451
10,1,10405,10582
10,2,10582,10630
10,3,10624,10746
10,2,10784,10833
10,3,10814,10963
10,1,11015,11100
10,1,11391,11418
10,2,11420,11465
10,4,11433,11485
10,3,11463,11774
10,1,11485,11518
10,1,11558,11675
10,1,11856,11966
10,2,11962,11995
10,3,11998,12153
10,1,12165,12319
10,1,12370,12411
10,1,12423,12478
10,1,12487,12533
