id,classe,inizio,fine
18,1,36,52
18,4,61,116
18,2,116,162
18,1,120,142
18,3,162,372
18,4,434,488
18,2,437,504
18,1,476,532
18,2,533,561
18,3,542,684
18,4,543,602
18,1,690,726
18,1,733,759
18,1,766,859
18,4,802,969
18,2,898,943
18,3,952,1041
18,1,996,1016
18,1,1060,1087
18,1,1103,1224
18,2,1228,1265
18,3,1247,1355
18,4,1391,1531
18,1,1401,1432
18,2,1471,1509
18,3,1496,1769
18,1,1522,1565
18,4,1607,1726
18,1,1679,1715
18,2,1763,1806
18,1,1816,1825
18,3,1830,1957
18,1,1853,1860
18,4,1923,1951
18,4,1956,2024
18,1,1959,1984
18,1,2021,2052
18,1,2090,2154
18,1,2170,2207
18,4,2175,2480
18,1,2235,2241
18,1,2257,2273
18,1,2285,2290
18,1,2307,2351
18,1,2363,2411
18,1,2444,2493
18,4,2486,2538
18,1,2501,2552
18,1,2558,2617
18,4,2585,2644
18,1,2625,2644
18,2,2638,2688
18,3,2669,2887
18,1,2693,2720
18,1,2740,2768
18,4,2842,2881
18,1,2896,2911
18,1,2919,2937
18,2,2935,2989
18,3,2985,3237
18,4,3042,3084
18,1,3062,3090
18,1,3117,3156
18,1,3222,3362
18,4,3315,3933
18,1,3424,3446
18,2,3462,3498
18,3,3496,3675
18,1,3541,3577
18,2,3671,3711
18,1,3776,3785
18,2,3958,3999
18,3,3983,4202
18,1,4016,4036
18,1,4098,4133
18,4,4196,4314
18,1,4345,4418
18,2,4389,4448
18,3,4452,4636
18,1,4461,4482
18,4,4487,4546
18,1,4631,4677
18,2,4704,4741
18,3,4738,4900
18,1,4780,4826
18,1,4878,4989
18,3,5017,5176
18,1,5270,5329
18,1,5342,5386
18,2,5377,5436
18,1,5412,5501
18,3,5419,5553
18,1,5538,5543
18,1,5571,5717
18,2,5720,5768
18,3,5764,5944
18,1,5935,5953
18,1,6015,6067
18,2,6064,6114
18,4,6093,6165
18,3,6119,6254
18,1,6233,6286
18,4,6296,6327
18,1,6308,6351
18,2,6332,6388
18,3,6392,6576
18,1,6622,6663
18,2,6657,6706
18,4,6677,6742
18,3,6689,6916
18,1,6831,6840
18,2,6915,6954
18,3,6964,7245
18,1,7259,7275
18,2,7261,7315
18,3,7307,7472
18,1,7501,7530
18,1,7572,7604
18,1,7606,7640
18,2,7632,7691
18,3,7670,7864
18,4,7729,7815
18,2,7896,7936
18,3,7917,8097
18,1,7934,7980
18,1,7998,8043
18,1,8081,8098
18,1,8101,8131
18,1,8137,8142
18,1,8169,8195
18,1,8196,8222
18,2,8243,8288
18,3,8297,8571
18,4,8428,8576
18,2,8633,8679
18,3,8681,8817
18,2,8866,8899
18,1,8893,8912
18,3,8906,9124
18,1,8940,9011
18,1,9147,9306
18,2,9310,9346
18,3,9333,9544
18,1,9372,9456
18,4,9594,9665
18,1,9599,9621
18,2,9613,9668
18,3,9671,9772
18,4,9712,9826
18,1,9782,9972
18,4,9848,9911
18,4,9957,9990
18,1,10046,10053
18,2,10109,10156
18,3,10158,10343
18,1,10199,10229
18,1,10254,10272
18,1,10358,10427
18,2,10452,10500
18,4,10496,10572
18,3,10501,10580
18,4,10612,10706
18,1,10791,10844
18,1,10846,10874
18,4,10876,10946
18,1,10912,10933
18,1,11221,11247
18,4,11236,11335
18,1,11262,11282
18,1,11294,11323
18,1,11436,11445
18,4,12025,12181
18,1,12051,12125
18,4,12206,12268
18,1,12255,12272
18,1,12357,12377
18,1,12401,12430
18,4,12422,12510
18,1,12442,12465
18,1,12502,12514
18,1,12537,12563
18,1,12803,12838
18,1,12848,12871
