id,classe,inizio,fine
17,4,41,101
17,1,53,74
17,2,53,84
17,3,85,439
17,1,109,122
17,1,170,208
17,4,184,211
17,1,225,240
17,1,251,264
17,1,267,288
17,1,297,317
17,1,331,350
17,1,421,427
17,1,440,473
17,4,442,504
17,2,474,520
17,3,516,775
17,1,541,572
17,4,758,797
17,1,866,1042
17,4,867,905
17,2,952,1009
17,3,1016,1294
17,1,1045,1061
17,1,1104,1111
17,4,1168,1198
17,1,1257,1317
17,1,1341,1389
17,4,1375,1496
17,2,1404,1483
17,1,1473,1500
17,3,1479,1760
17,4,1568,1649
17,1,1649,1670
17,1,1734,1751
17,1,1769,1802
17,2,1798,1836
17,3,1822,2106
17,1,1844,1894
17,1,1912,1933
17,4,1998,2029
17,2,2148,2189
17,3,2188,2505
17,1,2221,2242
17,1,2257,2273
17,4,2275,2368
17,1,2363,2399
17,1,2411,2442
17,4,2607,2647
17,1,2648,2678
17,1,2709,2730
17,4,2726,2762
17,1,2760,2813
17,4,2804,2894
17,1,2835,2875
17,2,2885,2910
17,3,2914,3249
17,1,2947,2987
17,4,3004,3140
17,1,3009,3057
17,1,3173,3215
17,1,3286,3315
17,4,3315,3431
17,1,3322,3347
17,1,3481,3510
17,2,3569,3612
17,3,3718,4087
17,1,3745,3767
17,1,3804,3824
17,4,3861,3933
17,1,3911,3918
17,1,3932,3968
17,1,4053,4060
17,1,4098,4133
17,2,4135,4179
17,1,4155,4183
17,3,4163,4541
17,4,4195,4297
17,1,4259,4289
17,1,4291,4345
17,1,4440,4460
17,1,4535,4612
17,4,4696,4745
17,1,4697,4722
17,1,4727,4780
17,2,4780,4832
17,3,4823,5083
17,1,4847,4871
17,1,4994,5023
17,1,5065,5112
17,1,5149,5263
17,4,5239,5280
17,2,5310,5354
17,3,5367,5729
17,4,5420,5456
17,1,5549,5558
17,1,5746,5763
17,1,5776,5847
17,1,5855,5914
17,2,5912,5949
17,3,5946,6185
17,1,5964,6000
17,1,6092,6142
17,1,6175,6227
17,4,6245,6283
17,1,6371,6442
17,1,6453,6514
17,1,6528,6614
17,4,6642,6706
17,2,6658,6705
17,3,6700,7071
17,1,6705,6731
17,1,6751,6818
17,1,6861,6871
17,1,6889,6916
17,1,6958,7006
17,1,7081,7105
17,1,7113,7138
17,1,7174,7252
17,2,7251,7297
17,1,7302,7313
17,3,7311,7744
17,1,7351,7365
17,1,7390,7400
17,1,7461,7489
17,4,7497,7555
17,1,7650,7697
17,1,7737,7795
17,1,7807,7923
17,2,7917,7959
17,4,7921,7944
17,3,7941,8199
17,1,8055,8072
17,1,8153,8161
17,1,8224,8257
17,1,8267,8309
17,1,8338,8367
17,2,8368,8403
17,1,8396,8414
17,3,8396,8692
17,1,8465,8511
17,4,8477,8532
17,4,8547,8596
17,1,8550,8593
17,1,8686,8714
17,1,8726,8771
17,1,8774,8840
17,1,8847,8864
17,2,8860,8905
17,3,8915,9208
17,1,9052,9116
17,2,9227,9257
17,3,9260,9502
17,1,9308,9370
17,1,9520,9592
17,2,9623,9658
17,4,9660,9772
17,3,9663,10012
17,1,9668,9735
17,4,9937,9988
17,1,9996,10045
17,1,10076,10137
17,1,10141,10199
17,4,10217,10274
17,2,10217,10255
17,3,10256,11077
17,1,10301,10315
17,1,10466,10547
17,1,10580,10597
17,4,10638,10691
17,1,10646,10677
17,1,10701,10771
17,1,10874,10906
17,1,10945,10962
17,1,10973,11025
17,2,11067,11122
17,1,11068,11097
17,1,11118,11147
17,3,11124,11537
17,1,11183,11202
17,4,11241,11298
17,1,11333,11369
17,1,11370,11427
17,1,11466,11491
17,1,11520,11547
17,1,11574,11671
17,1,11680,11743
17,1,11754,12048
17,4,11857,11911
17,4,11955,12035
17,4,12057,12135
17,3,12093,12769
17,1,12133,12155
17,1,12208,12236
17,1,12293,12328
17,1,12571,12607
17,1,12636,12686
17,1,12776,12797
17,1,12880,12889
