id,classe,inizio,fine
14,4,0,132
14,1,81,111
14,2,125,169
14,3,182,407
14,1,377,463
14,4,408,649
14,1,553,646
14,2,638,678
14,3,685,855
14,1,836,882
14,4,936,997
14,2,977,1024
14,3,1019,1242
14,4,1273,1491
14,1,1550,1682
14,4,1597,1850
14,1,1697,1743
14,1,1786,1825
14,1,1904,2050
14,2,2029,2083
14,3,2085,2290
14,4,2228,2777
14,1,2340,2466
14,1,2598,2677
14,2,2714,2762
14,3,2747,2925
14,1,2858,3024
14,2,3017,3065
14,3,3052,3195
14,1,3076,3112
14,1,3202,3386
14,4,3331,3809
14,1,3431,3545
14,1,3549,3652
14,1,3657,3745
14,2,3739,3801
14,3,3760,3927
14,1,3920,4091
14,4,3924,4134
14,2,4099,4146
14,3,4132,4310
14,4,4624,4955
14,1,4731,4867
14,1,4870,4970
14,1,4976,5138
14,2,5139,5197
14,3,5165,5357
14,1,5516,5551
14,4,5704,5868
14,1,5719,5843
14,2,5875,5930
14,3,5927,6096
14,1,6123,6480
14,1,6492,6683
14,1,6703,6845
14,1,6866,6937
14,1,6975,7023
14,1,7037,7131
14,1,7184,7253
14,2,7247,7296
14,1,7406,7439
14,4,7491,7817
14,1,7531,7640
14,1,7651,7802
14,1,7902,7992
14,4,7995,8191
14,1,8000,8131
14,2,8129,8192
14,3,8195,8312
14,1,8434,8580
14,1,8812,8918
14,2,8914,8973
14,3,8955,9190
14,1,9049,9069
14,1,9162,9198
14,4,9182,9289
14,2,9400,9467
14,3,9452,9678
14,1,9593,9613
14,1,9661,9708
14,4,10053,10208
14,1,10159,10201
14,2,10257,10311
14,3,10302,10557
14,1,10449,10463
14,1,10737,10789
14,1,11464,11477
14,4,11477,11640
14,2,11724,11795
14,3,11783,12000
14,4,12015,12345
14,1,12200,12270
14,4,12421,12582
14,1,12429,12472
14,1,12478,12566
14,1,12587,12665
14,1,12674,12741
14,1,12745,12776
14,2,12882,12946
14,3,12966,13169
14,1,13106,13415
14,4,13140,13290
14,1,13654,13867
14,1,13871,13972
14,1,14160,14400
14,4,14266,14477
14,2,14605,14659
14,3,14643,14793
14,1,14785,15372
14,2,15424,15477
14,3,15452,15759
14,1,15553,15663
14,4,15585,15726
14,1,15794,16099
14,4,16022,16150
14,2,16077,16135
14,2,16315,16374
14,1,16431,16527
14,2,16529,16587
14,1,16604,16640
14,1,16790,16861
14,1,16870,17129
14,2,17102,17165
14,3,17168,17439
14,1,17253,17333
14,1,17374,17547
14,1,17552,17652
14,1,17659,17702
14,1,17874,18184
14,4,18034,18365
14,1,18193,18305
14,1,18474,18639
14,4,18566,18791
14,1,18736,19126
14,4,18938,19036
14,2,19108,19161
14,3,19159,19387
14,1,19563,19805
14,1,19819,20222
14,2,20197,20271
14,3,20257,20455
14,4,20299,20523
14,1,20325,20834
14,4,20551,20905
14,1,21088,21182
14,1,21473,21518
14,2,21518,21595
14,3,21575,21784
14,1,21662,21765
14,4,21784,22191
14,1,21799,21837
14,1,21880,21958
14,1,21970,22195
14,1,22204,22338
14,1,22351,22468
