id,classe,inizio,fine
21,4,0,162
21,1,64,97
21,4,202,719
21,1,356,377
21,1,469,475
21,4,750,923
21,1,764,780
21,1,887,940
21,1,992,1014
21,4,1030,1151
21,1,1049,1084
21,2,1098,1139
21,3,1150,1333
21,1,1331,1370
21,2,1388,1432
21,3,1454,1546
21,1,1467,1475
21,1,1532,1562
21,1,1574,1606
21,1,1627,1658
21,1,1723,1757
21,1,1775,1793
21,2,1850,1882
21,3,1902,2053
21,1,1939,1955
21,1,2094,2101
21,1,2124,2167
21,2,2170,2205
21,3,2219,2394
21,1,2220,2233
21,2,2598,2640
21,3,2653,2795
21,4,2712,3022
21,1,2789,2821
21,1,2881,2924
21,1,2931,2966
21,2,3023,3067
21,3,3071,3247
21,1,3296,3301
21,1,3339,3366
21,1,3399,3417
21,1,3435,3451
21,1,3570,3635
21,1,3644,3657
21,2,3686,3722
21,3,3738,3887
21,2,3924,3951
21,3,3976,4083
21,2,4107,4148
21,3,4167,4303
21,2,4426,4462
21,3,4480,4651
21,1,4750,4762
21,1,4856,4876
21,1,4896,4949
21,1,4967,4992
21,1,5001,5026
21,2,5029,5062
21,3,5068,5183
21,1,5178,5216
21,1,5248,5285
21,2,5289,5322
21,3,5305,5515
21,2,5592,5631
21,3,5619,5796
21,1,5879,5912
21,1,6008,6048
21,4,6066,6139
21,1,6132,6175
21,1,6448,6465
21,1,6496,6555
21,1,6584,6641
21,1,6654,6683
21,1,6793,6829
21,1,6835,6846
21,4,6863,6954
21,2,6884,6922
21,3,6912,7109
21,2,7081,7117
21,3,7116,7313
21,4,7157,7298
21,1,7290,7334
21,1,7347,7381
21,1,7414,7431
21,1,7508,7542
21,2,7567,7623
21,1,7713,7798
21,2,7775,7856
21,3,7861,8050
21,4,8018,8181
21,1,8186,8308
21,1,8373,8400
21,2,8398,8453
21,3,8433,8729
21,1,8793,8906
21,1,8937,8956
21,2,8963,9027
21,3,9013,9383
21,1,9181,9238
21,1,9338,9483
21,2,9482,9543
21,3,9535,9703
21,2,9740,9805
21,3,9804,9999
21,1,9945,9990
21,4,10018,10194
21,1,10066,10110
21,1,10400,10440
21,2,10479,10546
21,3,10544,10682
21,2,10688,10750
21,3,10730,10903
21,2,10885,10956
21,3,10954,11173
21,2,11177,11238
21,3,11215,11466
21,1,11348,11373
21,4,11400,11451
21,2,11469,11525
21,3,11520,11680
21,1,11663,11761
21,1,11816,11883
21,2,11889,11958
21,3,11960,12079
21,2,12119,12178
21,3,12146,12323
21,1,12191,12210
21,1,12402,12449
21,2,12481,12541
21,3,12540,12745
21,1,12715,12784
21,1,12936,13034
21,2,13041,13112
21,3,13090,13238
21,2,13241,13310
21,3,13309,13482
21,1,13333,13404
21,2,13477,13540
21,3,13528,13772
21,1,13914,13958
21,2,13951,14002
21,3,13992,14302
21,1,14031,14078
21,1,14100,14193
21,4,14147,14273
21,2,14290,14347
21,3,14350,14616
21,1,14353,14516
21,4,14551,14772
21,1,14559,14585
21,1,14682,14782
21,2,14777,14861
21,3,14833,14994
21,2,15086,15141
21,3,15120,15336
21,1,15224,15272
21,4,15227,15369
21,2,15339,15385
21,4,15404,15529
21,2,15440,15496
21,3,15465,15884
21,2,15608,15669
21,1,15643,15689
21,4,16047,16218
21,1,16065,16082
