id,classe,inizio,fine
8,4,28,171
8,1,129,161
8,1,173,200
8,1,208,242
8,1,274,282
8,2,303,348
8,3,347,585
8,1,390,416
8,1,485,563
8,1,616,1038
8,1,1059,1233
8,2,1279,1313
8,1,1311,1321
8,3,1312,1541
8,1,1343,1391
8,1,1464,1505
8,1,1527,1704
8,2,1742,1779
8,3,1803,2029
8,1,1903,1939
8,1,2021,2110
8,1,2120,2137
8,1,2165,2179
8,4,2175,2433
8,1,2328,2376
8,1,2626,2654
8,2,2646,2694
8,1,2694,2743
8,1,2753,2786
8,1,2907,2912
8,2,2916,2956
8,3,2978,3170
8,1,3082,3102
8,1,3144,3218
8,1,3261,3287
8,1,3316,3378
8,1,3398,3462
8,1,3478,3520
8,2,3566,3617
8,3,3619,3750
8,1,3640,3672
8,1,3687,3703
8,1,3734,3803
8,1,3884,3899
8,2,3928,3972
8,1,3965,3998
8,3,3965,4102
8,1,4070,4143
8,1,4216,4243
8,1,4264,4312
8,1,4328,4348
8,2,4432,4478
8,1,4473,4486
8,3,4478,4660
8,1,4640,4691
8,1,4695,4780
8,1,4793,4841
8,1,4845,4857
8,2,4897,4955
8,3,4966,5181
8,1,5021,5055
8,1,5153,5180
8,1,5230,5267
8,1,5374,5407
8,1,5494,5550
8,1,5999,6054
8,1,6103,6199
8,1,6331,6354
8,2,6425,6473
8,1,6463,6520
8,3,6463,6588
8,1,6568,6591
8,1,6615,6637
8,1,6653,6678
8,1,6715,6772
8,1,6806,6827
8,1,6860,6875
8,1,6882,6955
8,1,6968,7018
8,1,7023,7036
8,3,7106,7245
8,1,7199,7224
8,1,7236,7287
8,1,7370,7397
8,1,7404,7450
8,1,7477,7522
8,1,7528,7575
8,2,7581,7635
8,3,7625,7740
8,1,7740,8051
8,2,8033,8078
8,3,8119,8278
8,4,9178,9281
8,2,10329,10396
8,3,10387,10533
8,1,10566,10590
8,2,10590,10622
8,3,10634,10793
8,1,10817,10867
8,2,10926,10973
8,1,11143,11260
8,4,11218,11362
8,2,11255,11311
8,3,11335,11470
8,1,11360,11602
8,4,11479,11720
8,2,11554,11608
8,3,11620,11756
8,1,11761,11843
8,4,11795,12044
8,2,11842,11893
8,3,11873,12087
8,1,12090,12329
8,1,12357,12516
8,1,12552,12776
8,1,12864,13155
8,1,13228,13463
8,1,13537,13597
8,2,13566,13628
8,3,13601,13811
8,2,13855,13906
8,1,13887,13965
8,3,13887,14066
8,2,14083,14150
8,3,14125,14302
8,1,14399,14844
8,1,14863,14993
8,2,14999,15061
8,3,15049,15248
8,2,15468,15535
8,2,15578,15647
8,1,15683,15759
8,1,15771,15858
8,1,15994,16103
8,1,16147,16208
